Unnamed: 0,weight,prod_distance,time_delivery,target
3111,55.0,1731.0,12.0,702506.342182472
3778,1.0,2043.0,12.0,454923.35272441007
1130,37.0,1928.0,14.0,620154.3091183892
1951,73.0,2700.0,3.0,760908.1314326304
4070,82.0,1797.0,5.0,764956.8581415537
3674,37.0,1346.0,8.0,675213.6369504638
302,82.0,1804.0,5.0,764172.3718136714
961,28.0,2135.0,3.0,572497.957966973
3720,46.0,1284.0,7.0,707296.6918735134
2084,82.0,1459.0,6.0,799417.2239110986
413,37.0,1567.0,7.0,660805.0549412773
2736,55.0,2476.0,3.0,676908.4987274453
4442,1.0,2796.0,5.0,517147.6812148326
3048,82.0,2135.0,13.0,735290.8579669729
2324,28.0,1734.0,12.0,607032.1966874629
4100,64.0,2135.0,6.0,693407.5579669729
1224,37.0,1459.0,9.0,669745.6739110985
2354,28.0,2028.0,4.0,578601.0247340297
4805,37.0,1237.0,12.0,673440.64180528
3326,82.0,2135.0,6.0,736487.8579669729
598,28.0,1346.0,2.0,641162.4969504637
3707,82.0,2680.0,14.0,775233.007679752
1771,73.0,1284.0,2.0,785214.3718735133
2675,10.0,2135.0,8.0,493930.6579669729
2470,46.0,2028.0,7.0,644693.0647340297
3943,55.0,1459.0,6.0,730605.2939110985
232,19.0,1335.0,9.0,603167.9653672726
954,82.0,1731.0,5.0,772462.712182472
4501,46.0,1467.0,11.0,700504.3502069425
3396,37.0,1772.0,7.0,638158.9933498312
968,19.0,2118.0,8.0,535167.4124994893
2611,28.0,2043.0,14.0,575912.9627244101
1703,64.0,2135.0,9.0,693002.5579669729
3478,46.0,1567.0,13.0,691420.0849412772
2488,46.0,1928.0,14.0,651881.8291183892
1485,37.0,2476.0,7.0,615910.8187274452
387,1.0,1567.0,10.0,504405.9349412772
4887,64.0,2231.0,13.0,689976.4440008645
3738,46.0,1804.0,3.0,666610.9318136714
1584,10.0,2118.0,1.0,495241.7924994892
1947,37.0,1731.0,14.0,641534.7621824719
4877,73.0,1928.0,7.0,730891.3891183891
4281,55.0,1284.0,5.0,736266.2518735133
3717,55.0,2913.0,12.0,766434.4004500827
872,10.0,1237.0,1.0,562235.65180528
2233,10.0,2796.0,3.0,560761.3212148325
3184,73.0,1467.0,3.0,779074.4402069426
2209,10.0,2416.0,13.0,496756.9323281041
298,82.0,2936.0,8.0,843637.9708572765
3962,10.0,1567.0,7.0,548223.9649412772
3418,82.0,1804.0,3.0,764316.3718136714
2015,46.0,2488.0,14.0,647621.8524644242
1953,46.0,1459.0,11.0,701070.9839110986
1416,10.0,2476.0,8.0,502949.2987274453
2641,28.0,1772.0,1.0,603961.5133498312
2523,82.0,1797.0,1.0,765172.8581415537
3699,37.0,2488.0,1.0,617598.9324644243
1954,73.0,2796.0,7.0,783040.8012148325
2384,1.0,1804.0,4.0,478806.1318136714
1047,28.0,1731.0,10.0,607772.972182472
708,82.0,2074.0,2.0,739834.1612369472
3271,64.0,1772.0,9.0,724263.4333498311
2452,46.0,2796.0,3.0,705479.8812148325
1820,10.0,2163.0,1.0,493486.43259707873
2063,28.0,2135.0,6.0,572254.957966973
3553,10.0,1237.0,11.0,561155.65180528
3551,28.0,2416.0,2.0,576364.8123281042
1057,82.0,1734.0,6.0,772020.5566874628
288,64.0,1459.0,1.0,756773.6039110986
2264,64.0,1731.0,8.0,729104.1321824719
2171,37.0,1804.0,7.0,634534.5718136714
4513,37.0,1804.0,6.0,634651.5718136714
3122,46.0,1567.0,7.0,692500.0849412772
2075,37.0,2796.0,11.0,672666.2412148325
4350,37.0,2913.0,4.0,706870.0604500828
1199,19.0,2118.0,13.0,534222.4124994893
4552,55.0,2163.0,10.0,665918.7825970788
4172,64.0,2118.0,8.0,693890.5124994892
976,55.0,1772.0,13.0,697589.9533498312
284,28.0,1335.0,14.0,639639.1153672726
3357,73.0,1928.0,10.0,730432.3891183891
443,37.0,2700.0,9.0,650568.1314326305
2748,28.0,2476.0,10.0,580758.9787274452
3032,19.0,1346.0,5.0,603466.3569504637
1389,46.0,2043.0,4.0,643924.7027244101
2214,82.0,2700.0,10.0,780222.1314326304
417,37.0,2936.0,13.0,712761.7708572765
2460,1.0,2028.0,14.0,455527.4647340298
2323,19.0,2488.0,2.0,545268.0924644242
4813,10.0,2231.0,3.0,492139.7040008646
1141,10.0,2680.0,11.0,533210.407679752
1347,1.0,1567.0,2.0,505269.9349412772
3606,28.0,2074.0,10.0,574770.2012369471
2758,82.0,2936.0,3.0,844132.9708572765
1184,55.0,2476.0,12.0,675693.4987274453
3762,37.0,2936.0,7.0,713841.7708572765
1127,46.0,2471.0,12.0,646329.0023521412
833,37.0,1783.0,3.0,637266.7758336186
2957,1.0,1237.0,5.0,518690.3218052801
3506,10.0,2105.0,10.0,494983.9037311211
1486,73.0,2796.0,14.0,781717.8012148325
4336,37.0,2074.0,12.0,609030.8612369471
2624,37.0,2471.0,9.0,615119.6123521412
3248,28.0,2118.0,10.0,572420.0324994893
4462,10.0,2105.0,8.0,495307.9037311211
4384,46.0,1731.0,14.0,673244.552182472
902,73.0,2631.0,10.0,746690.7379983788
1701,55.0,1783.0,1.0,697851.7158336187
3608,46.0,1346.0,12.0,706168.7769504638
2232,37.0,2098.0,9.0,608242.7253577651
4324,64.0,1734.0,11.0,728247.4366874628
1087,46.0,1459.0,9.0,701430.9839110986
4684,19.0,1467.0,10.0,596887.2602069426
342,46.0,2488.0,1.0,649376.8524644242
97,73.0,1731.0,2.0,752605.922182472
896,73.0,1783.0,5.0,746484.6558336186
4007,1.0,2231.0,14.0,447037.9140008646
3652,64.0,2680.0,13.0,732297.6076797519
276,82.0,2416.0,8.0,740209.4523281042
4652,55.0,2913.0,8.0,767154.4004500827
2699,10.0,2074.0,6.0,497284.8812369472
1971,1.0,2163.0,7.0,449641.7625970788
3650,82.0,2488.0,3.0,747256.5324644243
998,19.0,1731.0,4.0,570987.182182472
1227,10.0,2488.0,7.0,504337.1724644242
738,73.0,1567.0,7.0,770089.1749412772
4183,64.0,2700.0,9.0,737211.1314326305
2521,55.0,2476.0,10.0,676089.4987274453
1534,28.0,2135.0,10.0,571678.957966973
1560,10.0,2028.0,8.0,500115.98473402974
880,55.0,1567.0,4.0,721576.1149412772
4855,73.0,2476.0,1.0,725954.1787274452
885,64.0,1797.0,11.0,721073.3981415535
4383,19.0,1284.0,5.0,603756.0118735133
4310,10.0,2135.0,2.0,494470.6579669729
878,19.0,2074.0,13.0,536576.5412369472
2463,55.0,1928.0,4.0,682313.3491183892
709,37.0,2231.0,9.0,604252.0740008645
26,10.0,2118.0,9.0,494521.7924994892
1324,82.0,1284.0,9.0,804526.9318735134
4133,73.0,1335.0,13.0,783672.8653672726
2576,55.0,2074.0,7.0,670451.1812369471
4080,64.0,2488.0,4.0,704049.6924644242
3334,1.0,2074.0,4.0,454060.2212369471
1618,1.0,2416.0,5.0,454617.4923281041
2541,46.0,2074.0,1.0,642058.5212369472
3589,10.0,1346.0,14.0,561504.2169504637
2265,19.0,2476.0,11.0,542961.1387274452
385,46.0,1161.0,11.0,699860.6049294312
660,73.0,1284.0,8.0,784674.3718735133
1112,1.0,2501.0,11.0,461680.7999192636
4020,1.0,2074.0,5.0,453979.2212369471
3107,37.0,2105.0,3.0,608529.2537311212
1987,10.0,1731.0,3.0,530592.3921824719
2006,46.0,2135.0,14.0,637223.2579669729
2046,19.0,2796.0,1.0,601386.9612148325
2828,82.0,2936.0,5.0,843988.9708572765
1539,55.0,1467.0,2.0,730327.3802069426
1079,55.0,2936.0,4.0,774859.2508572766
4029,1.0,2074.0,8.0,453628.2212369471
4683,73.0,2098.0,12.0,717151.0053577651
179,10.0,2231.0,12.0,490924.7040008646
3976,10.0,1335.0,8.0,562898.8153672726
1415,73.0,2163.0,4.0,715592.1225970787
1273,19.0,2105.0,10.0,535475.3537311212
3314,37.0,2700.0,11.0,650208.1314326305
2724,46.0,1567.0,14.0,691177.0849412772
458,55.0,2074.0,2.0,670856.1812369471
4439,46.0,2488.0,10.0,648485.8524644242
122,73.0,1567.0,9.0,769801.1749412772
13,46.0,1335.0,7.0,707226.4153672726
4729,1.0,1928.0,3.0,465767.22911838925
1511,19.0,1459.0,11.0,597267.0539110985
2487,46.0,2700.0,7.0,682653.1314326305
3522,46.0,2936.0,1.0,746092.0108572766
2446,73.0,2501.0,10.0,727766.5199192637
3456,10.0,1772.0,7.0,525522.5533498311
2801,46.0,2105.0,2.0,640317.7037311213
4057,1.0,1346.0,7.0,519488.07695046376
3649,64.0,2105.0,11.0,694003.6037311212
712,28.0,2488.0,1.0,582905.0124644242
260,19.0,1467.0,13.0,596266.2602069426
4861,73.0,2476.0,13.0,724442.1787274452
2332,64.0,2074.0,12.0,695504.8412369471
1907,1.0,2135.0,12.0,449800.5079669729
3635,1.0,1797.0,3.0,479659.2881415536
3775,82.0,2105.0,14.0,736403.5037311212
4531,82.0,2118.0,9.0,736814.7524994892
1085,82.0,2476.0,12.0,744780.0187274452
4682,73.0,1734.0,2.0,752262.4966874628
278,55.0,2074.0,8.0,670316.1812369471
1651,55.0,2163.0,7.0,666377.7825970788
4539,64.0,2163.0,10.0,691835.4525970788
2005,82.0,1797.0,6.0,764857.8581415537
472,37.0,1804.0,9.0,634246.5718136714
3914,55.0,1335.0,5.0,736200.5653672726
4894,28.0,1772.0,9.0,603241.5133498312
1187,37.0,2118.0,11.0,606891.6524994893
2526,28.0,1783.0,1.0,602708.3058336186
1528,1.0,2074.0,11.0,453115.2212369471
2556,82.0,2105.0,5.0,737942.5037311212
40,55.0,2105.0,11.0,668092.1537311212
2856,19.0,1567.0,2.0,589071.9949412772
286,55.0,2105.0,3.0,669100.1537311212
4491,10.0,2476.0,3.0,503444.2987274453
3756,73.0,1797.0,12.0,743834.1281415536
2542,37.0,1161.0,9.0,668562.1149294311
4857,55.0,1731.0,10.0,702902.342182472
290,19.0,2700.0,1.0,578946.1314326305
3801,10.0,2074.0,5.0,497383.8812369472
85,37.0,2680.0,9.0,646452.007679752
1197,82.0,2098.0,2.0,738489.8253577651
462,46.0,1346.0,10.0,706564.7769504638
2778,28.0,2476.0,12.0,580362.9787274452
454,28.0,2098.0,10.0,573412.905357765
4014,46.0,2501.0,5.0,650600.2499192636
4128,37.0,1797.0,11.0,634674.2081415536
654,37.0,1804.0,2.0,634939.5718136714
3694,55.0,2488.0,13.0,676726.7724644243
1025,82.0,2231.0,11.0,733506.0240008646
1348,55.0,2416.0,11.0,670626.1323281042
4344,10.0,1284.0,11.0,562474.4518735134
1879,28.0,2163.0,5.0,571347.7725970788
686,82.0,2680.0,4.0,776853.007679752
1296,82.0,2501.0,11.0,747692.6099192636
1026,55.0,2135.0,9.0,667088.4079669729
2333,73.0,2631.0,2.0,747554.7379983788
831,73.0,2231.0,9.0,713775.2340008646
1399,73.0,2700.0,14.0,759225.1314326304
1965,64.0,2163.0,5.0,692510.4525970788
2673,19.0,2476.0,3.0,543969.1387274452
1020,73.0,1797.0,14.0,743366.1281415536
3083,37.0,2028.0,13.0,611876.5447340297
3659,55.0,1567.0,6.0,721396.1149412772
2369,46.0,1772.0,6.0,669989.4733498312
1997,82.0,1284.0,13.0,803734.9318735134
3331,82.0,2913.0,14.0,835170.9104500827
352,1.0,1797.0,5.0,479515.2881415536
1136,82.0,1161.0,1.0,798414.5649294312
2201,46.0,1734.0,12.0,673368.3166874629
2726,19.0,1772.0,13.0,564904.0333498312
71,1.0,2631.0,6.0,481276.4179983788
801,37.0,1335.0,14.0,674229.2653672725
1968,73.0,2700.0,12.0,759693.1314326304
2200,37.0,2416.0,8.0,610512.2523281042
3392,19.0,1731.0,9.0,570402.182182472
2768,10.0,1797.0,12.0,521824.0181415536
3171,1.0,1237.0,6.0,518591.3218052801
1490,1.0,1284.0,5.0,520004.8918735134
1616,37.0,1467.0,8.0,669331.3202069426
306,64.0,2700.0,3.0,737859.1314326305
2600,55.0,2680.0,4.0,707711.407679752
2738,82.0,2231.0,10.0,733695.0240008646
1,28.0,2043.0,9.0,576947.9627244101
2077,82.0,1284.0,5.0,805030.9318735134
3284,73.0,2416.0,12.0,719382.0123281042
3803,55.0,1772.0,11.0,698021.9533498312
4775,82.0,2796.0,2.0,803587.4412148325
2888,82.0,1467.0,8.0,798601.4702069425
1504,46.0,1734.0,7.0,674223.3166874629
98,10.0,1734.0,6.0,530004.0766874629
47,1.0,2936.0,1.0,557840.8108572764
3257,64.0,2231.0,10.0,690597.4440008645
787,82.0,1731.0,9.0,771958.712182472
4179,82.0,2471.0,8.0,744994.562352141
3774,37.0,1731.0,8.0,642722.7621824719
883,28.0,2098.0,4.0,574168.905357765
1814,28.0,2118.0,14.0,571556.0324994893
3723,1.0,2043.0,7.0,455778.35272441007
1932,10.0,1161.0,9.0,556090.6449294311
4011,64.0,1467.0,3.0,756136.4102069426
3849,10.0,2631.0,2.0,525019.2079983788
3044,19.0,2796.0,8.0,600819.9612148325
537,46.0,1731.0,11.0,673919.552182472
1281,73.0,2074.0,12.0,718497.5012369471
513,10.0,1772.0,9.0,525234.5533498311
2993,64.0,2074.0,10.0,695900.8412369471
1110,10.0,1467.0,9.0,556624.2302069425
869,10.0,2118.0,14.0,493486.7924994892
2906,37.0,2471.0,14.0,614084.6123521412
171,19.0,2231.0,5.0,532498.4940008646
3750,1.0,1797.0,13.0,478219.2881415536
697,82.0,2680.0,8.0,776421.007679752
3780,55.0,1734.0,7.0,703017.3766874628
4207,46.0,2231.0,2.0,636699.8640008646
32,37.0,1237.0,14.0,672972.64180528
4132,37.0,1284.0,4.0,675924.1318735133
616,82.0,1567.0,1.0,790552.2049412772
3074,55.0,1804.0,13.0,693971.2918136714
531,19.0,1734.0,6.0,570462.1366874628
490,46.0,1783.0,14.0,667298.2458336187
1365,73.0,2488.0,10.0,726323.6124644242
3922,37.0,2074.0,4.0,610182.8612369471
4249,19.0,1797.0,10.0,562683.7481415536
1460,82.0,2680.0,6.0,776673.007679752
4174,37.0,2796.0,9.0,673026.2412148325
2116,82.0,1783.0,13.0,765239.1258336187
3874,10.0,2043.0,2.0,499585.22272441006
367,10.0,2471.0,1.0,503014.4423521411
3682,37.0,1459.0,5.0,670249.6739110985
4023,55.0,2913.0,10.0,766830.4004500827
1912,1.0,2098.0,4.0,452696.44535776513
2703,19.0,1804.0,3.0,562713.8518136714
3856,19.0,2501.0,10.0,545839.9799192636
415,82.0,2471.0,2.0,745534.562352141
2366,37.0,2936.0,3.0,714201.7708572765
2483,46.0,2043.0,3.0,643987.7027244101
1066,19.0,2163.0,5.0,533767.1025970788
291,73.0,2471.0,6.0,725134.172352141
3007,28.0,2936.0,9.0,678819.5308572765
2391,82.0,1346.0,13.0,803484.3369504637
798,19.0,2231.0,6.0,532399.4940008646
4125,19.0,2476.0,9.0,543321.1387274452
554,55.0,1731.0,7.0,703361.342182472
2701,19.0,1161.0,1.0,597217.1349294311
4004,46.0,2913.0,8.0,738254.2304500827
4043,82.0,1459.0,3.0,799660.2239110986
344,28.0,1467.0,5.0,635080.2902069426
2575,10.0,1284.0,8.0,562987.4518735134
3965,46.0,1459.0,14.0,700395.9839110986
2508,46.0,2501.0,14.0,649061.2499192636
2252,46.0,2105.0,7.0,639912.7037311213
1044,1.0,1804.0,10.0,478050.1318136714
86,73.0,2135.0,8.0,716153.707966973
1284,28.0,2700.0,11.0,615495.1314326305
3124,10.0,2936.0,12.0,600036.0508572765
1100,37.0,1335.0,6.0,675669.2653672725
1532,73.0,1783.0,7.0,746268.6558336186
1544,73.0,2118.0,8.0,716887.1324994892
2093,73.0,2501.0,9.0,727937.5199192637
2092,46.0,1567.0,12.0,691645.0849412772
1795,19.0,1797.0,11.0,562494.7481415536
1763,28.0,1346.0,1.0,641189.4969504637
4679,37.0,1284.0,12.0,674772.1318735133
2008,19.0,2105.0,3.0,536294.3537311212
1731,46.0,1734.0,6.0,674340.3166874629
921,64.0,1346.0,11.0,760978.0569504637
1196,28.0,2680.0,7.0,612028.807679752
4467,64.0,1459.0,11.0,755693.6039110986
3070,1.0,2471.0,9.0,458854.0523521411
3028,73.0,1459.0,8.0,779143.9139110985
2840,46.0,1783.0,12.0,667766.2458336187
769,37.0,2043.0,4.0,612186.8327244101
1765,64.0,1237.0,11.0,759895.6318052801
3420,82.0,2936.0,2.0,844177.9708572765
4856,28.0,1797.0,9.0,600402.4781415536
1791,19.0,2135.0,3.0,534919.8079669729
599,73.0,1567.0,11.0,769441.1749412772
1092,55.0,1734.0,9.0,702729.3766874628
4409,55.0,2135.0,11.0,666728.4079669729
2014,73.0,1804.0,7.0,743904.0118136714
4088,55.0,1237.0,5.0,734926.30180528
1606,64.0,2913.0,8.0,793138.5704500827
3900,1.0,2118.0,3.0,451761.1724994892
2806,1.0,2163.0,11.0,448993.7625970788
1364,28.0,1335.0,10.0,640503.1153672726
675,28.0,2631.0,5.0,602991.7879983787
679,55.0,1335.0,7.0,735984.5653672726
2684,19.0,2471.0,4.0,543403.832352141
3873,10.0,1804.0,3.0,522249.4918136714
4860,55.0,2700.0,4.0,711831.1314326305
1743,28.0,1161.0,2.0,634680.6249294311
200,19.0,2488.0,6.0,544980.0924644242
213,19.0,1928.0,10.0,548815.2691183892
2099,19.0,2098.0,4.0,536594.0853577651
3031,10.0,1459.0,12.0,556626.7439110986
3832,82.0,2105.0,3.0,738086.5037311212
3888,55.0,1734.0,4.0,703314.3766874628
3753,1.0,2118.0,11.0,450753.1724994892
1919,55.0,2074.0,11.0,669803.1812369471
3898,64.0,2488.0,6.0,703869.6924644242
4104,1.0,1797.0,2.0,479704.2881415536
1219,10.0,2936.0,9.0,600603.0508572765
2298,1.0,1772.0,9.0,481857.0733498312
1973,19.0,1459.0,4.0,598212.0539110985
2678,82.0,2098.0,1.0,738516.8253577651
683,19.0,2501.0,3.0,546658.9799192636
4385,82.0,1928.0,10.0,750495.9091183891
3705,64.0,2105.0,3.0,695011.6037311212
466,10.0,1804.0,6.0,522006.4918136714
2936,46.0,1467.0,10.0,700693.3502069425
341,28.0,1237.0,10.0,639255.31180528
2823,46.0,2501.0,3.0,650744.2499192636
4426,19.0,2476.0,12.0,542754.1387274452
2596,73.0,2796.0,13.0,781960.8012148325
2395,28.0,2231.0,12.0,569014.2840008646
3037,1.0,1346.0,5.0,519704.07695046376
114,10.0,2043.0,13.0,498100.22272441006
432,46.0,2631.0,8.0,669138.3679983787
2357,10.0,1335.0,9.0,562745.8153672726
1543,10.0,2796.0,12.0,559546.3212148325
3266,19.0,2631.0,11.0,564504.9979983787
1355,55.0,2028.0,6.0,673630.5847340297
294,10.0,1459.0,4.0,557778.7439110986
3196,19.0,2700.0,4.0,578811.1314326305
3424,46.0,2700.0,5.0,682869.1314326305
3286,37.0,2118.0,13.0,606459.6524994893
3130,19.0,2700.0,10.0,578055.1314326305
807,28.0,2074.0,4.0,575526.2012369471
3727,55.0,1161.0,9.0,728963.0949294312
4248,1.0,2098.0,14.0,451076.44535776513
3899,46.0,1734.0,1.0,674655.3166874629
3080,64.0,1459.0,14.0,755018.6039110986
236,82.0,1928.0,3.0,751314.9091183891
966,55.0,1459.0,12.0,729633.2939110985
2353,37.0,1161.0,12.0,667995.1149294311
569,10.0,1467.0,8.0,556777.2302069425
652,46.0,2043.0,1.0,644059.7027244101
4219,10.0,2631.0,11.0,523966.2079983787
715,28.0,2105.0,2.0,573914.8037311212
2344,55.0,2796.0,4.0,734306.5212148326
2910,73.0,1772.0,6.0,747633.9133498312
439,55.0,2471.0,10.0,675585.3923521412
1368,82.0,2936.0,1.0,844204.9708572765
3716,37.0,1772.0,12.0,637303.9933498312
4734,73.0,1284.0,5.0,785025.3718735133
3353,1.0,2936.0,7.0,557408.8108572764
746,1.0,1567.0,6.0,504981.9349412772
3308,82.0,2936.0,13.0,842692.9708572765
3510,46.0,2501.0,4.0,650681.2499192636
8,64.0,2074.0,5.0,696575.8412369471
4379,46.0,2476.0,12.0,646832.6587274452
3539,10.0,1284.0,3.0,563482.4518735134
2838,37.0,1284.0,2.0,676032.1318735133
327,82.0,2501.0,7.0,748340.6099192636
3389,28.0,1237.0,11.0,639066.31180528
1282,19.0,1161.0,3.0,597145.1349294311
2515,73.0,2796.0,9.0,782752.8012148325
3237,73.0,1783.0,13.0,745188.6558336186
4785,73.0,1783.0,14.0,744945.6558336186
4795,82.0,2231.0,12.0,733299.0240008646
1133,19.0,1467.0,3.0,597706.2602069426
2436,55.0,1731.0,3.0,703721.342182472
4494,55.0,2416.0,8.0,671139.1323281042
2066,82.0,2680.0,7.0,776556.007679752
350,73.0,1734.0,5.0,752073.4966874628
2170,10.0,2471.0,8.0,502447.4423521411
3851,64.0,2680.0,4.0,733674.6076797519
2012,37.0,2416.0,1.0,611079.2523281042
2211,10.0,1772.0,2.0,525927.5533498311
1948,55.0,2631.0,7.0,698148.1579983787
1024,28.0,1467.0,14.0,633541.2902069426
1859,37.0,2476.0,5.0,616126.8187274452
4893,37.0,1734.0,14.0,641190.2566874628
3296,10.0,1237.0,7.0,561803.65180528
1039,37.0,1734.0,13.0,641433.2566874628
4018,73.0,2118.0,9.0,716734.1324994892
2645,82.0,2118.0,4.0,737399.7524994892
1853,82.0,1284.0,12.0,803959.9318735134
4013,28.0,2936.0,6.0,679224.5308572765
340,19.0,2163.0,8.0,533416.1025970788
1019,55.0,2680.0,9.0,707126.407679752
3166,55.0,1346.0,5.0,735998.9169504638
5,73.0,2936.0,4.0,823915.7308572765
2729,28.0,2936.0,4.0,679404.5308572765
725,28.0,2105.0,4.0,573806.8037311212
1942,1.0,2796.0,1.0,517363.6812148326
864,1.0,2416.0,12.0,453546.4923281041
3678,19.0,1772.0,9.0,565696.0333498312
2235,19.0,1346.0,10.0,602791.3569504637
4840,64.0,2631.0,7.0,724106.9479983787
3227,46.0,1783.0,10.0,668162.2458336187
568,46.0,2631.0,7.0,669273.3679983787
4752,37.0,1804.0,1.0,634966.5718136714
2796,10.0,2631.0,6.0,524731.2079983788
323,1.0,2416.0,10.0,453942.4923281041
3431,73.0,1734.0,10.0,751398.4966874628
1918,28.0,1567.0,9.0,625906.0249412772
887,37.0,2028.0,5.0,613172.5447340297
4852,46.0,2098.0,3.0,640633.545357765
4159,19.0,2700.0,5.0,578730.1314326305
2168,46.0,1783.0,13.0,667541.2458336187
2126,19.0,2028.0,9.0,540447.5047340296
3312,37.0,2135.0,5.0,607016.1079669729
2274,19.0,1783.0,3.0,565089.8358336187
287,37.0,1335.0,5.0,675768.2653672725
392,73.0,1567.0,3.0,770449.1749412772
4716,1.0,1237.0,2.0,518879.3218052801
2346,82.0,1734.0,12.0,771048.5566874628
1686,73.0,1237.0,3.0,783820.9618052801
3795,46.0,1928.0,10.0,652745.8291183892
237,64.0,1797.0,12.0,720866.3981415535
544,82.0,1335.0,1.0,805195.0153672725
3972,28.0,2680.0,10.0,611569.807679752
4801,73.0,2680.0,3.0,756784.807679752
2386,55.0,1804.0,1.0,695483.2918136714
938,28.0,1459.0,3.0,635792.3639110986
2219,55.0,2631.0,8.0,698013.1579983787
2966,46.0,2936.0,13.0,744580.0108572766
2789,46.0,1335.0,4.0,707523.4153672726
1381,28.0,1772.0,12.0,602674.5133498312
2325,73.0,2936.0,14.0,822295.7308572765
4061,37.0,1567.0,3.0,661165.0549412773
2054,28.0,2163.0,7.0,571131.7725970788
1070,82.0,2913.0,2.0,836898.9104500827
1549,64.0,1783.0,14.0,721979.1858336186
4303,73.0,1804.0,10.0,743445.0118136714
1424,28.0,2680.0,9.0,611740.807679752
2302,73.0,1928.0,5.0,731107.3891183891
1984,73.0,1797.0,2.0,745094.1281415536
3929,73.0,2476.0,4.0,725819.1787274452
782,73.0,1284.0,12.0,783954.3718735133
786,73.0,2488.0,1.0,727214.6124644242
2879,55.0,1467.0,13.0,728842.3802069426
4033,55.0,2936.0,13.0,773482.2508572766
3350,55.0,2043.0,8.0,672314.5727244101
4689,46.0,2416.0,12.0,641563.6923281042
335,55.0,1731.0,5.0,703577.342182472
3163,55.0,2501.0,9.0,678959.3399192637
559,55.0,2028.0,12.0,672658.5847340297
1386,82.0,1459.0,5.0,799516.2239110986
2659,73.0,1804.0,5.0,744120.0118136714
4066,1.0,1928.0,9.0,465119.22911838925
1101,73.0,1161.0,3.0,778348.0749294312
2495,28.0,1284.0,4.0,641338.5718735134
2002,55.0,2135.0,5.0,667592.4079669729
1638,1.0,2471.0,10.0,458683.0523521411
2969,28.0,2471.0,10.0,580256.222352141
3588,73.0,2936.0,7.0,823618.7308572765
2293,55.0,1467.0,14.0,728599.3802069426
4130,10.0,2118.0,7.0,494809.7924994892
252,10.0,2796.0,2.0,560806.3212148325
4727,10.0,2074.0,4.0,497464.8812369472
3491,19.0,2074.0,6.0,537773.5412369472
3655,28.0,2476.0,9.0,580929.9787274452
3273,10.0,2163.0,3.0,493414.43259707873
1545,82.0,1567.0,8.0,789985.2049412772
2243,82.0,2163.0,14.0,734056.7925970787
4566,10.0,2471.0,14.0,501259.4423521411
3348,64.0,1731.0,14.0,727916.1321824719
656,73.0,1783.0,6.0,746385.6558336186
2714,55.0,2631.0,12.0,697293.1579983787
1760,28.0,2476.0,14.0,579894.9787274452
61,46.0,1161.0,12.0,699653.6049294312
610,1.0,2098.0,3.0,452759.44535776513
4305,1.0,2913.0,6.0,550265.3804500827
4688,73.0,1731.0,11.0,751552.922182472
2127,28.0,1161.0,10.0,633816.6249294311
267,55.0,1459.0,3.0,730848.2939110985
1728,37.0,1284.0,11.0,674979.1318735133
920,64.0,1772.0,7.0,724551.4333498311
1835,73.0,1284.0,11.0,784161.3718735133
29,82.0,1928.0,7.0,750954.9091183891
3740,64.0,2700.0,11.0,736851.1314326305
4825,28.0,1804.0,10.0,599443.2118136714
4707,1.0,1467.0,10.0,513103.20020694257
2435,1.0,1731.0,14.0,485535.602182472
3332,28.0,2416.0,4.0,576256.8123281042
4690,46.0,2471.0,9.0,646896.0023521412
1980,82.0,2471.0,14.0,743806.562352141
2242,82.0,2501.0,9.0,748052.6099192636
1031,10.0,2416.0,11.0,497188.9323281041
3086,55.0,2488.0,14.0,676483.7724644243
1800,73.0,2488.0,8.0,726647.6124644242
3894,64.0,2074.0,13.0,695279.8412369471
4380,64.0,2118.0,3.0,694385.5124994892
3226,1.0,2488.0,6.0,461012.2524644242
3475,46.0,2043.0,5.0,643843.7027244101
4803,73.0,2796.0,5.0,783256.8012148325
2029,28.0,1928.0,12.0,585978.7891183892
441,46.0,2135.0,13.0,637466.2579669729
504,73.0,1804.0,6.0,744021.0118136714
3657,46.0,1731.0,3.0,674927.552182472
1295,64.0,2796.0,11.0,759335.1612148324
1336,82.0,1335.0,8.0,804628.0153672725
4545,73.0,1731.0,14.0,750877.922182472
4456,10.0,2501.0,9.0,505483.8899192636
1648,64.0,2471.0,7.0,701988.7823521411
533,64.0,1928.0,4.0,708208.8691183892
2129,64.0,2680.0,8.0,733242.6076797519
3021,37.0,2028.0,2.0,613361.5447340297
4208,10.0,2043.0,12.0,498325.22272441006
2360,82.0,2416.0,6.0,740461.4523281042
1378,28.0,2501.0,3.0,584270.0699192637
1796,19.0,2631.0,5.0,565368.9979983787
783,73.0,2476.0,8.0,725387.1787274452
3773,1.0,2936.0,13.0,556328.8108572764
2443,10.0,2028.0,3.0,500610.98473402974
4332,46.0,2135.0,4.0,638843.2579669729
485,64.0,1284.0,14.0,760564.8118735134
3159,10.0,1783.0,11.0,523619.3658336187
2979,10.0,1734.0,5.0,530103.0766874629
597,82.0,2700.0,9.0,780393.1314326304
989,46.0,2913.0,1.0,738821.2304500827
994,82.0,2680.0,5.0,776772.007679752
360,55.0,1346.0,9.0,735494.9169504638
4274,37.0,2631.0,13.0,636402.5779983787
3038,37.0,2796.0,3.0,673674.2412148325
1048,55.0,2913.0,9.0,767001.4004500827
